Years of Education,Weekly Working Hours,Age,English Proficiency,Residence Area,Monthly Income (MXN)
18,43,26,2,0,39204.16076950661
15,28,62,1,1,35851.24737212647
13,50,50,4,1,33035.70501980021
15,34,51,2,1,29819.806276689713
17,23,62,1,0,38407.39040462217
11,59,41,4,1,30507.964246960797
16,28,26,4,1,31857.15817257819
10,28,24,5,1,24615.68589545677
19,45,33,4,1,40853.3721011491
15,23,36,3,0,32105.340383463597
10,36,56,1,1,32709.71604008589
12,35,23,1,1,28403.031737960155
15,34,28,1,0,30642.728856877846
11,54,29,4,1,27305.573078207482
10,24,59,4,0,27053.359909564002
19,24,30,1,0,36463.01408216085
18,39,29,2,1,34942.080545561774
15,34,38,2,0,35458.14070675245
9,37,27,3,1,25048.297237815277
16,21,37,5,0,31876.82883073932
11,48,53,3,0,35773.61298731609
20,32,45,1,1,42946.33993832883
20,23,41,1,0,36718.71209930743
10,29,22,1,1,25345.264121032345
11,50,54,5,1,32409.843630584728
13,60,29,4,1,38186.61713559958
19,27,52,5,1,40985.967908521445
16,22,57,3,0,35068.61058042531
18,28,19,4,1,35354.75620902782
15,49,58,4,0,35723.029963106004
15,30,62,3,1,33675.95374334299
20,54,56,4,0,46816.70534432223
15,56,59,2,0,36856.500338917445
16,32,26,3,0,33934.37788750889
9,55,39,3,0,26913.44384368345
12,32,64,2,1,30013.640366881933
14,31,22,5,1,30821.401006541193
17,56,29,5,0,38488.10014756106
10,29,18,5,0,23538.9751965814
9,28,61,4,1,25489.940051863807
18,26,39,2,0,33982.750820765745
20,21,55,3,0,41462.78727981064
10,42,36,3,1,28865.50646463252
15,58,33,3,0,39374.20839687092
11,59,48,4,0,36915.36126862796
18,58,20,4,1,39777.72979729198
10,40,40,5,0,23100.70961147625
19,42,59,4,1,41485.98744068863
15,48,35,5,1,37518.98401084024
10,33,43,5,1,25737.260153079103
11,45,30,3,1,25690.454634175094
19,24,35,4,0,33433.15404747163
15,50,20,5,1,37340.710023366795
12,44,40,2,1,32017.165113656785
9,50,20,2,0,24506.668548507798
13,39,42,4,1,35265.0310616322
20,36,44,3,0,46897.807242771916
17,21,61,3,1,37869.69020677815
16,44,44,5,1,38710.68643523756
20,32,56,4,1,43056.50719868481
17,58,42,2,1,43011.379233556385
18,47,41,5,0,44416.73961356874
17,25,25,5,0,31054.56343728872
15,22,26,1,0,28821.847179407978
12,54,63,4,1,35004.424937531774
13,37,54,5,1,33448.61696995522
9,30,47,2,1,27330.851327489636
9,39,36,1,0,25725.658587159338
11,24,33,2,1,25850.467736934144
16,38,41,3,0,37053.434494700654
10,41,61,1,0,29346.171321391077
12,38,38,1,0,28567.73582172602
10,35,53,5,1,27449.353214417657
13,43,57,3,1,32491.407962655812
17,60,56,5,1,41825.80794920472
9,23,64,4,1,25236.071149100426
13,34,23,2,0,27643.55050695863
17,44,22,2,0,40193.40913065584
9,54,31,5,1,27693.085728868602
17,33,62,2,1,41018.50553942796
16,38,59,2,1,35009.811220441516
12,57,21,4,0,29071.024878321958
20,55,25,3,1,43277.862484292265
19,26,41,1,0,39673.533563658544
18,49,28,5,0,38619.88429842684
13,38,34,5,0,30299.246273054843
13,44,38,4,0,34099.850831602824
19,35,43,4,0,39023.942920174944
20,59,60,1,0,46284.9632076196
14,27,61,3,0,33916.78469195326
15,37,62,5,1,33491.92795862145
16,47,44,4,1,37052.67171542208
16,35,33,5,1,34528.55268081264
19,38,43,2,0,41458.03827709296
10,36,50,5,0,28845.296043395323
17,32,48,3,1,38657.305910829185
15,26,64,3,0,33495.05228321506
12,46,23,5,0,31415.026523843597
12,29,61,2,0,30912.298512354515
19,53,25,3,0,43042.414622574935
16,55,24,4,0,36132.435808420814
12,44,51,5,0,33230.2161105154
14,25,61,2,0,31794.499610651153
13,43,31,4,0,31295.73665433038
11,37,33,5,0,27530.283180086743
18,42,60,2,0,45626.37027200169
19,25,26,4,0,34270.2886492815
10,48,27,3,0,29678.63280713545
17,44,34,5,1,40560.74506804501
18,36,29,5,0,38751.1778335578
17,43,23,3,0,35329.098221740605
9,30,36,1,1,26493.01116381367
18,45,60,4,1,41335.97221492237
11,53,58,3,1,34274.2373327134
16,47,46,5,0,38241.82885889307
14,22,23,4,0,26961.700131481495
13,30,42,4,1,30793.368127446607
13,57,41,1,1,38758.82161464305
14,33,42,5,1,32312.69070976113
15,45,33,2,0,38756.87384027225
9,40,33,1,0,24433.436646994516
17,58,23,1,1,39554.8299114707
11,49,54,2,0,29248.417029638105
12,27,38,2,0,26084.323509736605
18,39,21,1,1,36463.25983966056
9,51,51,4,1,28141.91229628425
19,41,45,3,1,39279.51586319167
18,26,55,3,0,36176.30980604372
11,28,58,1,0,27326.819748859558
10,20,45,4,0,25873.077112896273
10,48,34,2,0,25008.838847626677
9,27,31,1,0,17835.64187393261
16,23,24,5,1,27478.344934082997
11,54,39,4,0,29505.20108159618
11,22,18,5,0,23973.940156528166
14,59,46,5,1,36687.38350995535
16,26,48,1,1,33260.08260792037
17,46,47,4,1,38615.1800814322
17,20,32,5,1,28944.338247865555
12,46,35,4,0,32422.849145049113
13,35,52,3,0,34321.04768653404
10,57,47,5,1,30429.057078322323
19,26,51,5,0,38970.92242550677
17,42,59,4,1,40037.4418384748
16,60,28,3,0,36664.35506194362
11,30,44,5,0,26017.022275063966
19,52,41,1,0,46571.51383144011
20,55,52,4,1,46192.02114103747
17,56,56,4,1,42747.038269991746
11,60,25,5,0,29612.717666490913
17,36,35,3,0,35340.08270841022
10,54,30,5,1,30092.583807383406
20,24,62,2,1,39320.79942650442
18,51,41,5,0,44539.965728456555
17,22,40,2,0,30667.467708465814
16,54,29,1,1,36433.673856770394
17,33,47,4,0,33840.2466072474
13,50,48,4,1,36948.72649303265
19,50,45,3,1,42927.453027401796
19,36,39,5,0,39027.22130953445
10,43,61,1,0,30495.206949090792
16,42,45,2,0,39698.029561434065
20,37,30,3,1,40832.137508107575
14,33,42,1,1,34085.301371924914
16,34,61,1,1,36312.72581421345
19,34,63,2,0,39677.32083238547
13,25,24,2,0,27364.428027760703
18,46,62,4,1,41005.28265601608
10,34,23,5,1,25477.495122967066
14,55,41,3,0,35281.343392788614
13,27,36,5,1,28330.914851100024
20,34,36,3,0,35919.20129313928
20,22,53,1,0,39450.557504930526
13,32,26,2,1,28014.82963199647
9,60,53,2,1,33125.92761558212
10,53,55,1,1,32840.2144342236
16,43,57,1,1,38348.43673403823
11,59,46,3,1,29639.12369286653
18,51,41,1,0,40419.53529456664
11,51,22,3,1,31228.048176937715
16,49,59,5,0,39303.10129541055
16,32,62,2,1,34466.48259482593
10,20,43,2,1,25603.647798136204
16,53,31,2,1,34452.97189620194
19,34,56,5,1,40674.126497910125
9,33,46,5,1,25816.167523492146
14,48,23,4,1,33152.10784285421
16,53,24,3,0,34516.961574663575
11,37,54,3,1,27441.61510129275
16,26,35,4,1,31304.046917510488
20,48,40,2,1,45168.93903504811
9,50,61,3,1,29941.050294792294
19,44,55,3,0,42024.91297096866
19,57,18,2,0,42517.82131170559
17,33,21,1,0,32699.62634783565
19,27,61,1,0,41476.75755103252
17,46,64,4,0,42001.11581475778
13,21,52,5,0,28451.00172024732
18,36,40,3,1,37875.46692182561
12,56,44,3,1,32916.353143007924
19,33,43,4,0,41391.88404548769
14,44,25,4,1,32732.183692231913
20,49,60,3,1,45367.02630256605
15,48,33,2,1,33459.37819387488
13,39,58,2,1,34278.98308943619
19,40,20,5,1,39585.51037490048
18,41,49,3,0,39048.71516419959
17,54,22,3,0,37659.68611615479
11,56,37,3,0,31165.971489302854
15,35,31,3,0,30292.748678219144
18,36,49,4,0,39247.41363780892
18,35,43,1,0,35009.124323476404
19,21,64,3,1,36541.06112514142
13,23,23,1,0,25380.811189767668
15,40,53,2,1,34543.40982476395
10,58,57,5,1,33202.78185271212
12,53,22,2,0,31365.99476204492
10,49,30,3,0,30553.24818795149
20,25,49,2,0,40085.695637572404
15,36,33,4,1,33412.25993646215
10,58,18,1,0,26073.891463493117
19,44,30,3,0,37978.04654870371
9,24,28,4,0,21228.853347464443
17,24,25,1,1,32963.42385252044
9,39,42,4,0,26079.180732578945
16,35,57,2,0,39239.26789473459
10,60,49,3,1,29666.385127120968
20,56,41,2,1,48679.823989863995
16,59,45,5,1,37319.9794134701
11,28,31,3,0,25945.880977014447
14,24,62,2,0,29507.292209678497
11,21,20,3,1,24148.27426455322
15,28,53,1,0,30432.330692245316
18,55,44,3,1,36935.05131690383
17,41,37,3,1,37691.739907958516
10,41,64,1,1,29350.039580893845
20,41,32,2,1,43612.14088186216
20,53,44,3,1,45155.73157165155
13,48,62,4,0,33810.29103460765
14,57,58,3,0,37120.37988760838
12,52,45,2,0,39332.04033604234
12,37,42,1,0,27850.850547784194
12,26,59,2,1,30149.09836813086
10,20,61,5,0,25904.399604776903
12,52,63,3,1,35795.72197513429
19,20,50,3,1,38432.42786142103
9,43,63,1,0,27864.764556198414
20,23,31,3,0,34175.90244891946
14,23,25,4,1,28411.261772999656
9,37,31,4,0,23974.35877684721
18,46,18,2,0,38247.86383740722
14,51,33,1,0,35630.4638977531
9,52,35,5,0,26572.764838204486
14,47,24,2,1,31559.418229585277
18,60,32,1,1,44001.68624522785
16,55,41,1,0,38442.3063666814
19,25,30,2,1,35512.563015757274
10,35,26,2,1,23439.514308311118
10,53,32,3,0,29989.137773830662
20,42,52,5,0,43180.46831110424
12,43,41,4,1,35125.615578891666
19,32,50,3,1,40014.89583019984
11,37,33,1,1,24786.795762038644
12,32,25,5,0,26026.251949644193
20,56,46,5,1,47110.641591106614
15,58,40,2,1,36899.657449011225
19,36,62,5,0,41865.563043530005
9,34,48,5,1,27056.91080862516
14,37,57,1,0,36357.73510590014
11,42,31,3,0,26951.164316934686
19,49,47,5,1,42486.35397246982
18,53,56,2,0,43393.64932338107
15,23,44,3,0,34184.65291896638
18,22,64,2,1,35600.393420711596
10,26,33,5,0,24219.44959292329
10,37,23,3,1,24810.88170166443
12,26,50,5,0,26405.959656507053
9,59,61,1,0,33874.67672169609
11,25,35,3,1,26980.680722561043
17,41,33,2,1,40076.553408625
15,20,29,1,1,31760.405413335844
15,23,37,4,0,30820.39908568734
19,48,62,2,1,45538.84914011445
12,40,57,5,0,32363.66797447768
10,45,46,2,1,26785.835642420425
12,33,47,4,0,26691.188277213187
14,28,43,2,1,31638.019271434237
19,31,39,1,0,38792.94599786982
19,25,50,2,1,37827.173132584336
11,39,56,3,0,29715.262260528365
9,43,64,4,0,32038.927657472184
20,46,46,2,0,39440.78037351073
16,57,39,4,0,40579.792653707256
20,27,62,1,1,43285.042282140974
13,20,30,3,0,28435.44819334731
13,43,26,5,1,27943.292047057686
19,26,41,2,0,37213.61448919391
12,38,32,1,1,28113.714426340426
14,41,53,4,0,35083.97168575211
11,54,30,4,0,28041.185491274267
17,49,44,1,1,40456.955064871414
13,48,61,2,1,33430.46756814716
11,41,54,5,0,29504.840001173015
19,30,24,2,1,39590.10608812223
9,39,25,3,1,25484.30753445206
18,48,54,2,1,42247.65415952585
20,60,58,3,0,45015.481425207734
14,53,31,4,1,35364.760742765415
10,20,29,3,0,22699.186659375748
11,50,53,5,1,27601.171006654444
9,49,57,1,1,29701.6979526141
17,37,34,3,0,34147.86756249406
16,36,57,2,1,33940.84954596166
20,57,46,3,1,43756.037155527156
10,33,44,4,1,21677.042253231113
20,42,18,3,1,39384.826810823564
19,44,51,5,1,40389.44003122717
16,34,21,3,1,35181.168251273935
20,41,41,5,1,41581.87718426723
17,22,38,2,0,32260.345496637063
9,38,50,4,0,22914.003318791743
13,53,24,1,0,31644.14342139705
16,54,18,2,0,39306.89790539895
19,20,58,2,0,41394.638043407285
10,40,20,1,1,24270.51918439553
12,48,61,3,0,33560.98328086597
15,25,32,3,0,32105.805372605824
11,56,48,3,1,30448.918080751922
20,20,33,4,0,38038.12276443486
13,20,27,2,1,30933.458607506687
16,46,46,5,1,39330.22773479391
20,40,23,1,0,41766.43506709515
18,35,46,2,0,41287.62622692257
11,59,34,3,1,33507.56827564853
12,45,39,1,1,30394.36136934432
17,35,41,5,0,34240.40478139505
15,47,34,2,1,35033.01183986431
9,20,38,2,0,19360.637268106264
20,55,28,4,0,43236.24294310989
12,29,24,2,0,24457.505051706466
12,36,59,2,0,30320.257734227438
17,42,56,5,1,36529.34813644872
14,26,22,5,1,27013.372467976675
17,26,61,1,0,37611.02623864344
20,34,38,3,0,41915.87581496622
14,53,35,5,1,35981.888374388145
14,23,52,1,1,30048.035357990786
13,33,37,2,1,30049.645170835665
13,33,32,1,1,33187.93364755026
10,35,22,1,1,22758.503835304382
16,26,30,1,0,35409.84158531527
16,51,29,1,0,34212.28106778872
19,38,38,5,0,36482.325054957124
9,21,54,3,0,22805.43694924071
16,29,23,1,1,32025.103269820607
13,36,24,4,1,26838.73726699758
10,56,43,2,0,29841.773756650968
10,31,59,2,0,27905.236796018253
14,25,25,2,1,26550.264648386023
19,41,26,2,0,41331.82423422103
17,51,44,2,0,42350.32374802866
9,60,21,1,1,30090.103373067344
20,39,38,3,1,39784.20008838909
14,20,48,4,1,28244.26661451331
17,25,38,5,0,33954.25384924055
16,38,57,4,1,36755.514965087925
19,37,42,5,1,39448.61883435536
14,25,56,5,0,33111.516093915685
11,52,32,4,1,31323.342121955728
16,42,52,1,0,35850.870004598946
17,42,60,2,0,37617.674068385626
9,45,58,1,0,25821.85405425974
20,32,54,2,0,40041.88381600342
17,26,59,3,1,38291.77928046606
14,34,64,5,0,34486.6579433452
14,46,45,4,1,36551.6983414211
20,45,31,3,1,38699.96102887264
12,52,21,2,1,31046.78220797058
9,34,37,1,1,24521.182290280118
18,55,51,4,1,45500.63661640054
16,46,29,5,0,35281.815115687015
10,24,50,3,1,23840.349125739547
20,21,41,5,0,41312.99915661052
9,52,37,2,0,27257.97347791436
10,35,22,5,0,24554.54142941259
9,42,55,1,1,28352.59742472016
9,57,47,3,1,26264.48579258828
17,35,41,3,1,36682.204271437855
9,33,60,1,1,23609.724644493468
12,48,57,5,0,33124.74127605682
18,45,24,1,1,37810.8724878937
14,54,53,4,1,36087.262241591045
15,34,55,1,0,36053.345367137415
10,22,33,5,0,22894.79364414961
14,42,32,1,0,30478.195066470955
15,48,63,2,0,36210.31250954659
18,53,40,1,0,43280.30131620729
18,52,29,1,0,40224.44290358881
10,60,46,5,0,28751.79830054447
10,60,61,4,1,32267.008577881013
18,42,32,4,1,38285.10214156803
15,26,46,5,0,29832.156223078462
20,22,62,5,0,39326.15552356089
9,51,60,5,1,31535.709106490238
16,50,38,2,0,42779.25652077278
19,37,32,3,0,39705.32451986656
11,26,31,1,0,22090.257572735733
19,60,59,5,0,45964.683169534954
14,20,61,5,0,31344.059836338187
17,33,33,5,1,36972.68730130074
14,51,32,4,0,36019.9842782647
17,25,59,5,0,39128.50558068355
15,58,21,1,0,36196.89840603763
17,29,44,5,1,35735.35700367375
10,26,40,1,1,20424.126116817057
20,45,46,2,0,41574.44169215893
16,53,58,3,0,37675.496437528134
16,49,26,4,0,34718.71689895418
10,55,60,1,0,29696.256236551308
20,40,60,2,1,41831.61498210905
12,36,24,3,1,29778.55646739063
19,52,59,3,0,40952.814285538734
15,29,21,3,0,30003.297156954915
19,31,22,1,1,38628.314516935614
12,35,22,2,1,26597.014222006266
12,60,28,5,0,35454.21685583797
14,51,58,2,0,35800.85726136726
18,34,45,2,0,41801.486481270345
14,46,33,2,1,30362.765820126802
18,47,58,1,1,44857.95117361551
11,36,47,1,1,26611.523423238006
17,21,21,1,1,34689.79684831876
20,55,19,2,0,41963.85844212675
18,26,63,1,1,40709.182197806156
19,32,20,3,1,39447.60161297358
10,34,38,1,1,24444.09488364517
14,44,23,4,0,34143.793603769875
20,42,60,1,1,44344.06788244589
15,41,35,1,1,31274.79554565362
20,45,61,1,1,46116.6194113209
17,52,22,1,0,36066.857724843074
11,30,26,4,1,23793.97060383928
18,29,37,5,0,34714.43139210295
11,44,45,1,0,30556.43456202291
15,56,43,3,1,36028.8425176249
12,57,35,4,0,30447.291229106217
16,60,36,5,1,37513.25654440681
15,43,20,1,0,31680.44128557441
13,59,26,5,0,34893.33758636128
15,52,53,3,1,40018.14448577096
11,36,48,4,1,30289.495099929707
20,43,34,4,0,41930.488251907074
10,56,40,5,0,30078.884414913213
14,21,51,1,0,29932.5510886391
10,51,58,2,0,31888.304041642128
11,43,58,4,1,33139.187111791274
14,28,22,2,0,28497.804389981447
13,23,32,4,0,28365.271486604695
16,36,64,1,1,35119.139084335526
17,36,20,1,0,36405.34968723016
19,49,36,4,1,42332.13618450711
11,59,45,5,1,30734.83512401228
20,30,20,1,1,40138.5691003347
18,40,55,1,0,38017.563951953925
11,40,21,3,1,22050.169421759692
11,37,41,1,1,29693.566696390153
14,48,48,3,1,36170.7378223386
9,43,62,1,0,25877.963296595593
15,29,62,1,0,35210.70576247904
20,36,28,5,0,42339.75650329226
9,37,54,5,0,26822.355092866663
13,39,18,1,1,33977.100946151855
18,56,26,4,1,39097.971492261735
16,37,34,4,1,30328.684770686836
12,36,18,1,0,24178.064688294104
13,28,20,4,1,22511.236981192596
12,33,64,1,0,35277.79571432679
20,48,43,5,0,43890.11892394651
20,50,48,2,0,48678.20410778889
12,23,43,3,1,26190.89300127468
20,37,40,4,1,39589.8232823378
16,39,47,4,0,33039.850243544526
10,28,27,5,1,22506.493139235186
9,32,25,4,0,24088.417297669606
11,34,61,1,1,28950.775535061002
17,46,42,1,0,35704.984850494395
12,34,39,2,0,30006.249230096062
18,47,32,2,0,41277.595242002186
13,56,58,2,1,35440.29057881252
10,38,27,1,1,23989.890579452676
12,45,37,2,1,27281.308562316215
10,45,58,2,1,31056.13599386394
10,44,64,1,1,29275.341965843112
12,45,40,5,0,25642.439732000785
14,45,18,4,1,28829.825892351248
15,47,19,3,0,34924.43677079457
18,37,36,1,1,37316.17258892334
11,51,31,1,1,27529.084218026543
11,22,25,3,1,23507.585755694796
18,21,55,3,0,35019.905211635814
14,52,29,2,1,33014.45170394617
20,38,43,3,0,41360.94115870967
11,36,44,4,1,31470.983543418806
10,52,46,4,0,33361.52400518767
16,31,32,4,0,29457.64085128362
13,22,63,4,0,30070.781709840092
9,45,18,4,0,21395.586830158805
11,54,60,2,1,31173.52306277585
18,27,45,1,1,33182.22172305056
16,55,20,3,0,35264.53453575919
12,26,35,1,1,24313.577290137
15,55,51,3,0,40651.08115468726
18,35,49,2,1,37216.139512250695
20,43,46,2,1,39308.34893230767
10,20,42,5,1,23194.3519938214
15,44,43,5,0,35246.14425155067
13,29,56,2,1,30372.90159182446
13,35,25,2,0,30219.997340075417
14,35,36,3,1,34063.78768042449
17,27,64,2,0,36743.67184061674
14,48,59,1,1,37031.36669535059
20,58,39,3,0,44994.56811070047
16,47,46,2,0,39012.984467612936
15,25,50,3,0,29560.613847990076
17,35,55,3,1,39234.68884051025
12,39,62,4,0,32566.042296207856
10,35,63,5,1,26380.966697860204
15,26,52,3,0,37316.69557295911
14,60,60,3,0,36281.13560529961
9,33,20,4,0,22759.54683540086
19,45,36,2,1,39185.58077079162
17,45,27,3,1,38356.00525095946
17,33,44,4,1,40499.2809436165
20,26,32,1,1,39951.10843418013
10,52,28,4,1,27967.907906170676
11,45,64,5,1,33757.211036131135
13,39,43,5,1,30419.10226844848
13,22,41,2,0,28977.955485426675
9,23,30,2,0,21275.500405764175
16,45,49,5,1,35466.83506321024
20,30,54,5,1,44817.21858683371
16,21,21,3,1,32787.644432753514
12,33,30,5,1,25887.713387853615
15,49,26,2,1,36951.33576343191
19,31,51,5,0,37445.04283465105
18,45,54,2,1,42325.84851889754
11,52,24,1,1,29395.035930188355
14,32,18,5,1,32556.78962821787
18,33,29,2,0,37163.80100012348
18,43,38,4,0,36309.67960909671
20,53,28,3,0,45438.53495624506
17,45,61,2,0,39718.83832226204
9,40,61,5,1,26624.533517367177
13,47,61,5,0,35058.39630039986
12,55,31,1,0,30950.630385588745
16,59,51,4,0,44489.631053383564
19,21,51,2,0,39410.37525777786
20,28,42,4,0,37512.24956900276
9,42,21,1,1,22544.89617769541
17,34,43,3,0,33980.76481629192
14,32,33,4,0,32635.45337166964
12,42,27,1,0,28966.217043884764
20,36,62,2,1,41446.725954408066
17,21,19,3,1,34743.642611554504
19,39,52,5,1,42509.75744453495
13,39,36,1,1,31271.05154727656
13,22,23,5,1,26476.717364716147
20,31,36,3,1,37084.027100164785
13,59,25,1,1,34918.70911013672
9,21,31,1,1,19962.250584350786
9,55,27,3,0,28941.300916823853
16,33,20,2,0,33878.46493156602
20,35,55,1,1,42377.84837095674
16,38,46,3,0,35936.366957844104
20,53,32,4,1,47117.86134399207
14,25,40,5,0,27326.28390913675
20,32,40,1,0,39253.20182708319
19,55,35,4,1,45273.066060345656
12,41,63,1,0,35470.35063187874
10,37,36,2,1,25724.230230318382
10,31,45,3,1,24301.36191053591
17,49,43,1,0,38241.89089055419
13,59,27,3,1,31131.14549503795
12,26,64,1,0,33603.49977860662
18,51,21,2,0,39003.883212578214
9,38,19,2,1,23929.750185624776
15,25,20,4,1,30450.053229109923
11,39,24,2,1,29667.6675599473
14,46,33,3,1,32661.488759334166
13,56,48,2,1,34802.48437480848
13,26,27,1,0,29061.835093400023
19,24,36,2,1,33310.17422687334
13,30,45,3,0,32980.623888710696
9,34,34,1,1,27176.26683789803
9,22,45,4,0,22891.568372751146
11,24,36,4,0,23024.512540147058
20,42,54,4,0,45506.24575285062
18,56,40,1,0,41817.930845626404
12,28,37,4,0,27584.425725316138
13,34,30,2,1,29736.9513059709
10,22,30,1,0,21083.329409277023
16,48,60,1,1,40294.525645668225
19,25,28,1,0,33373.44637582848
19,36,32,5,1,34508.509079401076
10,45,34,3,0,28128.764061111982
17,40,45,5,0,40087.26923236849
10,27,36,5,1,22972.92649476701
17,40,21,5,1,34460.597224969206
15,30,39,3,0,33695.05236190332
16,57,39,5,0,39258.58855539525
19,27,54,4,1,38167.81106145439
10,43,56,1,0,29810.56961286043
15,54,51,1,0,38412.731778116606
20,33,50,2,1,39101.41357906668
14,33,61,4,0,33482.349377569924
12,29,59,3,0,30065.87349564191
15,31,57,1,1,33332.43331556129
12,57,50,5,0,36251.50512740724
10,53,29,2,1,29466.658362133
18,60,19,2,1,40345.85245688365
20,29,45,1,0,40567.29960894493
15,36,27,4,0,31647.098647994313
16,36,39,2,1,34651.39525450469
10,22,34,1,1,22424.97790556937
13,50,43,4,0,30259.728920726244
9,20,20,1,1,19554.802148972158
15,31,24,1,0,31736.68242602209
16,58,61,4,1,46622.9869814666
14,23,25,4,1,28979.766190776936
13,32,37,4,1,28294.167838584366
14,53,29,1,0,31218.37452084771
10,40,52,2,1,26087.39316172894
9,41,34,3,1,24101.41818302726
15,23,45,3,1,30637.08158220211
15,37,58,1,1,35225.14599718457
18,24,27,1,0,33695.38484580273
19,38,39,2,1,39538.19985038901
18,21,55,4,0,35855.380948904785
10,31,50,1,1,26236.83147646595
10,36,39,5,1,24293.200410343623
9,29,61,4,0,22882.459690181833
18,53,54,1,0,42523.87702273467
16,25,30,5,1,32867.92328504528
16,27,44,2,1,31561.923129072733
9,30,32,5,1,21550.801395050967
20,31,39,1,0,39807.70950920266
19,28,47,3,1,38459.4121205162
16,21,60,1,0,35705.69436506322
17,27,57,3,1,38479.65773767174
12,30,54,2,0,29844.039789162507
9,55,51,2,0,32018.836602031257
9,29,61,4,0,24661.955437264758
11,40,51,4,1,31280.39660511081
13,39,52,3,1,31273.974358375355
13,27,59,3,0,31392.02685045525
17,55,36,2,0,41388.245747920366
18,48,25,5,0,39212.291887901905
20,31,56,3,1,39870.0105695935
10,33,50,3,1,23254.88725760307
10,40,61,5,1,30213.82132109661
14,41,45,4,0,33153.9534075616
17,40,54,4,1,38494.18051543691
9,49,42,3,1,30500.21789634755
17,58,53,4,1,40507.54247992764
17,39,34,4,0,38180.7050941213
17,43,41,4,1,36724.57573789562
13,42,38,2,1,31345.385701613355
17,26,19,1,1,30428.197041279043
19,28,48,3,1,37410.61670367752
12,20,61,3,1,28926.4870834333
10,45,50,2,0,31587.990958547944
14,57,47,1,0,37947.006612469035
12,57,29,1,0,32911.67316585387
14,41,61,2,0,40398.14041137502
11,29,29,5,1,26321.13102225833
14,25,41,5,1,28232.75794547364
10,36,41,1,0,22933.44134797382
10,57,28,5,0,29958.299490074405
17,43,30,5,0,34286.95805266747
15,29,44,5,1,30697.086852702396
11,27,25,1,1,25006.60303682992
19,40,27,5,1,41279.84497514399
9,25,25,3,0,20428.610129758352
16,40,37,1,0,33287.7277189346
14,58,25,2,0,34807.0991227875
15,43,26,5,1,33155.82369058105
17,52,24,4,1,38535.38706912937
13,37,31,1,0,27595.006334897185
9,47,45,2,0,25725.701439378296
20,51,19,3,1,44147.115726749405
18,31,60,2,1,40722.50099935885
15,46,25,5,0,36528.17444474304
13,29,30,4,0,24599.012295859804
11,51,38,5,1,28727.73883400839
20,45,64,2,0,47381.81855303701
17,44,45,1,0,39984.66378718683
9,30,52,4,1,25514.611230884308
9,42,40,4,0,25175.223702318748
9,53,63,2,1,29159.657448896654
11,59,32,5,0,31564.461931793983
20,42,19,2,1,39402.97551011799
14,48,29,4,0,34556.22304366009
18,50,53,2,0,42374.26082649926
19,26,20,4,0,33757.68893804894
11,59,22,5,1,31769.881346970127
16,52,20,1,0,38908.55848591775
18,40,64,1,0,44042.06805143696
10,21,36,2,1,24146.841490851446
17,37,19,4,0,36174.15919327788
11,52,61,1,1,30677.572374436313
13,56,54,4,1,34757.32825751937
18,53,34,5,1,40663.309403040825
16,39,31,2,0,36085.14830814614
10,54,45,4,1,29099.317358227683
14,37,44,2,0,32186.0753624477
20,43,27,4,1,42419.22662227489
13,27,20,4,0,27174.218119208574
18,49,53,5,1,42767.73699888298
17,29,55,2,1,35243.92904785922
20,42,42,3,0,41959.064202354035
13,30,39,4,1,28460.92028325739
10,21,56,4,0,24798.128126282027
13,45,64,1,1,34033.74579591239
20,55,47,2,0,44562.34691240939
12,52,38,3,1,32450.055157382936
19,32,47,5,1,43793.4593663674
15,59,45,3,0,39967.13607672959
14,44,48,5,1,31039.57134966779
10,23,43,3,0,24602.59055466193
20,38,60,3,0,42570.19667665808
19,37,39,2,1,37917.854522919486
19,56,38,1,1,44907.70632789787
13,49,18,3,1,31254.36378944421
15,38,54,4,0,40472.74339775765
19,42,30,4,0,39671.451890126256
15,35,38,4,1,32847.54846070478
13,20,63,1,0,32194.29737674127
20,31,26,3,1,38843.9424343679
17,43,34,5,1,35385.51968880605
12,53,64,5,1,33238.475104861966
19,27,38,2,0,37043.12395198072
11,37,48,1,0,30015.27655712374
12,24,56,3,1,30944.255029816944
13,45,39,4,0,34003.89843358475
14,49,29,1,1,34836.0640251768
11,32,23,1,1,27393.751171528944
10,38,33,3,0,27142.345264557214
12,48,43,2,1,30093.543437384804
13,22,22,2,1,25658.483872412697
12,45,26,2,1,28569.508556585562
19,59,63,4,1,49124.55288921852
20,31,57,4,1,39990.78846393696
11,21,31,3,0,21929.644473769957
16,30,61,2,0,36439.859132041674
18,47,59,3,1,46158.04138079381
12,37,47,2,0,31569.78145786982
10,32,43,1,1,27783.352379939337
10,56,62,5,1,30186.397348030812
9,41,46,5,1,27637.603023353007
12,31,36,2,1,25577.6218006164
18,21,64,3,0,39061.871130872285
17,56,25,4,0,36058.317958376225
19,26,40,2,1,37021.758574295076
15,45,59,2,0,33293.764055931824
20,45,52,4,1,42430.575600131655
18,43,48,2,0,37550.78682516817
15,31,52,1,1,35202.365945215795
15,35,49,4,1,34588.777099423765
16,42,22,1,1,33664.931031362765
9,59,33,5,0,28834.2450306462
18,28,34,4,0,34338.1217083864
18,51,49,4,1,42743.7214095922
16,34,55,3,0,36144.55320109246
12,56,49,3,0,38661.788270051555
12,32,37,4,0,31367.027711635255
